samples	missing	called	pct_called
sample_0629	6	1742	0.9965675057208238
sample_0630	6	1742	0.9965675057208238
sample_0631	5	1743	0.9971395881006865
sample_0632	3	1745	0.9982837528604119
sample_0633	7	1741	0.9959954233409611
sample_0634	8	1740	0.9954233409610984
sample_0635	6	1742	0.9965675057208238
sample_0636	9	1739	0.9948512585812357
sample_0637	4	1744	0.9977116704805492
sample_0638	17	1731	0.9902745995423341
sample_0639	3	1745	0.9982837528604119
sample_0640	7	1741	0.9959954233409611
sample_0641	9	1739	0.9948512585812357
sample_0642	10	1738	0.994279176201373
sample_0643	7	1741	0.9959954233409611
sample_0644	3	1745	0.9982837528604119
sample_0645	4	1744	0.9977116704805492
sample_0646	9	1739	0.9948512585812357
sample_0647	5	1743	0.9971395881006865
sample_0648	5	1743	0.9971395881006865
sample_0649	5	1743	0.9971395881006865
sample_0650	6	1742	0.9965675057208238
sample_0651	3	1745	0.9982837528604119
sample_0652	4	1744	0.9977116704805492
sample_0653	4	1744	0.9977116704805492
sample_0654	8	1740	0.9954233409610984
sample_0655	7	1741	0.9959954233409611
sample_0656	9	1739	0.9948512585812357
sample_0657	8	1740	0.9954233409610984
sample_0658	4	1744	0.9977116704805492
sample_0659	4	1744	0.9977116704805492
sample_0660	7	1741	0.9959954233409611
sample_0661	5	1743	0.9971395881006865
sample_0662	7	1741	0.9959954233409611
sample_0663	7	1741	0.9959954233409611
sample_0664	6	1742	0.9965675057208238
sample_0665	5	1743	0.9971395881006865
sample_0666	5	1743	0.9971395881006865
sample_0667	4	1744	0.9977116704805492
sample_0668	7	1741	0.9959954233409611
sample_0669	7	1741	0.9959954233409611
sample_0670	7	1741	0.9959954233409611
sample_0671	3	1745	0.9982837528604119
sample_0672	7	1741	0.9959954233409611
sample_0673	12	1736	0.9931350114416476
sample_0674	6	1742	0.9965675057208238
sample_0675	13	1735	0.9925629290617849
sample_0676	7	1741	0.9959954233409611
sample_0677	6	1742	0.9965675057208238
sample_0678	5	1743	0.9971395881006865
sample_0679	5	1743	0.9971395881006865
sample_0680	5	1743	0.9971395881006865
sample_0681	7	1741	0.9959954233409611
sample_0682	7	1741	0.9959954233409611
sample_0683	11	1737	0.9937070938215103
sample_0684	7	1741	0.9959954233409611
sample_0685	6	1742	0.9965675057208238
sample_0686	3	1745	0.9982837528604119
sample_0687	8	1740	0.9954233409610984
sample_0688	7	1741	0.9959954233409611
sample_0689	15	1733	0.9914187643020596
sample_0690	9	1739	0.9948512585812357
sample_0691	7	1741	0.9959954233409611
sample_0692	8	1740	0.9954233409610984
sample_0693	4	1744	0.9977116704805492
sample_0694	34	1714	0.9805491990846682
sample_0695	5	1743	0.9971395881006865
sample_0696	3	1745	0.9982837528604119
sample_0697	9	1739	0.9948512585812357
sample_0698	8	1740	0.9954233409610984
