sequence	root_dist-25x1.0	root_dist-26x1.0	root_dist-27x1.0	root_dist-28x1.0	root_dist-29x1.0	root_dist-30x1.0	root_dist-31x1.0	root_dist-32x1.0	root_dist-33x1.0	root_dist-34x1.0	root_dist-35x1.0	root_dist-36x1.0	root_dist-37x1.0	root_dist-38x1.0	root_dist-39x1.0	root_dist-40x1.0	root_dist-41x1.0	root_dist-42x1.0	root_dist-43x1.0	root_dist-44x1.0	root_dist-45x1.0	root_dist-46x1.0	root_dist-47x1.0	root_dist-48x1.0	root_dist-49x1.0	root_dist-50x1.0	root_dist-51x1.0	root_dist-52x1.0	root_dist-53x1.0	root_dist-54x1.0	root_dist-55x1.0	root_dist-56x1.0	root_dist-57x1.0	root_dist-58x1.0	root_dist-59x1.0	root_dist-60x1.0	root_dist-61x1.0	root_dist-62x1.0	root_dist-63x1.0	root_dist-64x1.0	root_dist-65x1.0	root_dist-66x1.0	root_dist-67x1.0	root_dist-68x1.0	root_dist-69x1.0	avg_clade-1x1.0	max_clade-2x1.0
Portugal/PT25869/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	60	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	712	1183
Portugal/PT25840/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	60	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	712	1218
Portugal/PT25849/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	60	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	712	1218
Portugal/PT26656/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	60	singleton	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	712	singleton
Portugal/PT24418/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	50	34	singleton	259	158	67	22	8	5	3	4	16	11	6	4	2	1	789	singleton
Portugal/PT25865/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	50	34	singleton	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	790	singleton
Portugal/PT25533/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	50	34	singleton	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	790	singleton
Portugal/PT25996/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	50	34	41	259	158	67	22	8	5	3	4	16	11	6	4	2	1	791	110
Portugal/PT26467/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	50	34	41	259	158	67	22	8	5	3	4	16	11	6	4	2	1	791	110
Portugal/PT25058/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	36	259	158	67	22	8	5	3	4	16	11	6	4	2	1	763	373
Portugal/PT26698/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	23	44	158	67	22	8	5	3	4	16	11	6	4	2	1	741	289
Portugal/PT27943/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	23	44	singleton	67	22	8	5	3	4	16	11	6	4	2	1	741	289
Portugal/PT27067/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	21	42	29	14	22	8	5	3	4	16	11	6	4	2	1	691	221
Portugal/PT27013/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	21	42	29	14	22	8	5	3	4	16	11	6	4	2	1	691	221
Portugal/PT24390/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	226	158	67	22	8	5	3	4	16	11	6	4	2	1	805	singleton
Portugal/PT26345/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	226	135	67	22	8	5	3	4	16	11	6	4	2	1	806	singleton
Portugal/PT25355/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	224	singleton	singleton	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT24413/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	223	132	67	22	8	5	3	4	16	11	6	4	2	1	780	1226
Portugal/PT24420/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	223	132	singleton	22	8	5	3	4	16	11	6	4	2	1	780	1226
Portugal/PT26774/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	223	singleton	singleton	22	8	5	3	4	16	11	6	4	2	1	780	singleton
Portugal/PT25031/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	222	singleton	67	22	8	5	3	4	16	11	6	4	2	1	807	1227
Portugal/PT25336/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	222	singleton	67	22	8	5	3	4	16	11	6	4	2	1	807	1227
Portugal/PT24091/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	161	150	singleton	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT25126/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	159	259	158	67	22	8	5	3	4	16	11	6	4	2	1	707	394
Portugal/PT27356/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	159	singleton	singleton	67	22	8	5	3	4	16	11	6	4	2	1	707	394
Portugal/PT25331/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	159	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	707	395
Portugal/PT25672/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	159	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	707	395
Portugal/PT24657/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	158	259	158	67	22	8	5	3	4	16	11	6	4	2	1	808	396
Portugal/PT26261/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	158	singleton	singleton	67	22	8	5	3	4	16	11	6	4	2	1	808	396
Portugal/PT25240/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	157	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	809	singleton
Portugal/PT25540/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	156	singleton	singleton	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT24518/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	155	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT25574/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	154	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT24106/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	782	397
Portugal/PT24168/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	782	397
Portugal/PT26024/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	96	112	singleton	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT24972/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	96	111	98	90	singleton	67	22	8	5	3	4	16	11	6	4	2	1	810	35
Portugal/PT24231/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	96	111	97	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	783	singleton
Portugal/PT24225/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	96	111	97	259	158	67	22	8	5	3	4	16	11	6	4	2	1	783	singleton
Portugal/PT26738/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	96	110	89	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	734	168
Portugal/PT24561/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	77	singleton	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	787	singleton
Portugal/PT26928/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	77	77	singleton	259	158	67	22	8	5	3	4	16	11	6	4	2	1	811	884
Portugal/PT25430/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	77	77	singleton	259	158	67	22	8	5	3	4	16	11	6	4	2	1	812	singleton
Portugal/PT27034/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	63	singleton	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	762	1182
Portugal/PT25960/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	63	singleton	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	762	1182
Portugal/PT25370/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	63	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	762	1182
Portugal/PT24842/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	63	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	762	1182
Portugal/PT26096/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	60	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	712	1183
Portugal/PT28046/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	60	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	712	1183
Portugal/PT26632/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	60	55	singleton	259	158	67	22	8	5	3	4	16	11	6	4	2	1	712	1238
Portugal/PT26653/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	60	55	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	712	1238
Portugal/PT26265/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	599	1257
Portugal/PT26093/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	599	1257
Portugal/PT26339/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	599	1257
Portugal/PT26408/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	599	1257
Portugal/PT26868/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	599	1224
Portugal/PT26824/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	599	1224
Portugal/PT26309/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	599	1224
Portugal/PT26827/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	599	1224
Portugal/PT26149/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	599	1224
Portugal/PT26310/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	599	1224
Portugal/PT25232/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	50	34	52	singleton	singleton	67	22	8	5	3	4	16	11	6	4	2	1	789	singleton
Portugal/PT25320/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	50	34	51	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	813	singleton
Portugal/PT25297/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	50	34	50	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT28026/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	50	34	41	52	singleton	singleton	singleton	singleton	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT27592/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	50	34	41	51	singleton	singleton	singleton	singleton	5	3	4	16	11	6	4	2	1	814	singleton
Portugal/PT27279/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	36	259	158	67	22	8	5	3	4	16	11	6	4	2	1	763	373
Portugal/PT28043/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	36	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	763	373
Portugal/PT24579/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	792	482
Portugal/PT24745/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	792	482
Portugal/PT24780/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	792	482
Portugal/PT24781/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	792	482
Portugal/PT27273/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	singleton	singleton	singleton	67	22	8	5	3	4	16	11	6	4	2	1	815	singleton
Portugal/PT25516/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	singleton	259	158	67	22	8	5	3	4	16	11	6	4	2	1	816	singleton
Portugal/PT26776/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	singleton	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	817	singleton
Portugal/PT27619/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	singleton	singleton	singleton	67	22	8	5	3	4	16	11	6	4	2	1	817	singleton
Portugal/PT25665/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	49	30	singleton	259	158	67	22	8	5	3	4	16	11	6	4	2	1	819	singleton
Portugal/PT26563/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	226	135	singleton	singleton	8	5	3	4	16	11	6	4	2	1	806	singleton
Portugal/PT24439/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	225	158	67	22	8	5	3	4	16	11	6	4	2	1	732	1167
Portugal/PT24448/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	225	158	67	22	8	5	3	4	16	11	6	4	2	1	732	1167
Portugal/PT24442/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	225	158	67	22	8	5	3	4	16	11	6	4	2	1	732	1167
Portugal/PT25962/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	224	singleton	singleton	singleton	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT27832/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	223	singleton	67	22	8	5	3	4	16	11	6	4	2	1	780	1244
Portugal/PT25859/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	221	singleton	67	22	8	5	3	4	16	11	6	4	2	1	839	singleton
Portugal/PT26090/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	118	164	221	singleton	singleton	22	8	5	3	4	16	11	6	4	2	1	839	singleton
Portugal/PT25139/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	162	151	97	67	22	8	5	3	4	16	11	6	4	2	1	840	81
Portugal/PT25140/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	162	151	97	67	22	8	5	3	4	16	11	6	4	2	1	840	81
Portugal/PT24287/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	161	150	singleton	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT25835/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	157	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	809	singleton
Portugal/PT28116/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	157	singleton	singleton	67	22	8	5	3	4	16	11	6	4	2	1	809	singleton
Portugal/PT27304/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	156	singleton	singleton	singleton	22	8	5	3	4	16	11	6	4	2	1	841	singleton
Portugal/PT27325/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	154	singleton	singleton	singleton	singleton	8	5	3	4	16	11	6	4	2	1	842	singleton
Portugal/PT25004/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	154	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	842	singleton
Portugal/PT24092/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	843	504
Portugal/PT24172/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	843	504
Portugal/PT25194/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	782	505
Portugal/PT24098/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	782	505
Portugal/PT25857/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	singleton	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	844	singleton
Portugal/PT26863/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	singleton	singleton	singleton	67	22	8	5	3	4	16	11	6	4	2	1	844	singleton
Portugal/PT24636/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	147	143	158	67	22	8	5	3	4	16	11	6	4	2	1	624	177
Portugal/PT27923/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	97	114	147	143	singleton	singleton	singleton	8	5	3	4	16	11	6	4	2	1	624	singleton
Portugal/PT27117/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	96	112	singleton	singleton	singleton	singleton	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT24605/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	96	111	99	singleton	singleton	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT26062/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	96	111	98	90	158	67	22	8	5	3	4	16	11	6	4	2	1	810	35
Portugal/PT26465/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	96	110	89	259	158	67	22	8	5	3	4	16	11	6	4	2	1	734	168
Portugal/PT26713/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	96	110	89	259	158	67	22	8	5	3	4	16	11	6	4	2	1	734	168
Portugal/PT24707/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	77	84	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	787	1002
Portugal/PT24627/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	77	singleton	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	846	1004
Portugal/PT24684/2021	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	77	singleton	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	846	1004
Portugal/PT25439/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	77	77	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	811	884
Portugal/PT25807/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	77	77	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	811	884
Portugal/PT26358/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	77	77	singleton	259	158	67	22	8	5	3	4	16	11	6	4	2	1	812	singleton
Portugal/PT28087/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	77	77	singleton	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	812	singleton
Portugal/PT26011/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	63	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	762	1182
Portugal/PT27039/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	63	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	762	1182
Portugal/PT27022/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	63	singleton	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	762	1182
Portugal/PT27011/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	63	singleton	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	762	1182
Portugal/PT26042/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	63	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	762	1182
Portugal/PT25584/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	63	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	762	1182
Portugal/PT26544/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	63	singleton	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	762	1182
Portugal/PT27047/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	63	singleton	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	762	1182
Portugal/PT25041/2022	3	3	7	7	7	8	9	10	18	37	98	175	199	223	239	242	266	294	308	261	212	178	139	114	103	71	72	53	50	34	52	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	789	singleton
