sequence	root_dist-25x1.0	root_dist-26x1.0	root_dist-27x1.0	root_dist-28x1.0	root_dist-29x1.0	root_dist-30x1.0	root_dist-31x1.0	root_dist-32x1.0	root_dist-33x1.0	root_dist-34x1.0	root_dist-35x1.0	root_dist-36x1.0	root_dist-37x1.0	root_dist-38x1.0	root_dist-39x1.0	root_dist-40x1.0	root_dist-41x1.0	root_dist-42x1.0	root_dist-43x1.0	root_dist-44x1.0	root_dist-45x1.0	root_dist-46x1.0	root_dist-47x1.0	root_dist-48x1.0	root_dist-49x1.0	root_dist-50x1.0	root_dist-51x1.0	root_dist-52x1.0	root_dist-53x1.0	root_dist-54x1.0	root_dist-55x1.0	root_dist-56x1.0	root_dist-57x1.0	root_dist-58x1.0	root_dist-59x1.0	root_dist-60x1.0	root_dist-61x1.0	root_dist-62x1.0	root_dist-63x1.0	root_dist-64x1.0	root_dist-65x1.0	root_dist-66x1.0	root_dist-67x1.0	root_dist-68x1.0	root_dist-69x1.0	avg_clade-1x1.0	max_clade-2x1.0
Portugal/PT20830/2021	1	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	38	99	176	201	225	241	244	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT23709/2021	1	1	1	singleton	singleton	singleton	10	11	19	38	99	176	201	225	241	244	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT22074/2021	1	1	1	1	1	1	1	1	9	28	90	166	191	218	singleton	singleton	singleton	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20499/2021	1	1	1	1	1	1	1	1	1	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21492/2021	1	1	1	1	1	1	1	1	9	28	90	166	191	218	232	234	255	281	295	253	207	175	136	111	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	11	singleton
Portugal/PT21973/2021	1	1	1	1	1	1	1	1	9	28	90	166	191	218	234	236	257	283	297	255	209	177	138	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	15	23
Portugal/PT20349/2021	1	1	1	1	1	1	1	1	9	28	90	166	191	218	233	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	16	singleton
Portugal/PT22252/2021	1	1	1	1	1	1	1	1	9	28	90	166	191	218	232	234	255	281	295	253	207	175	136	111	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	11	singleton
Portugal/PT25193/2021	1	1	1	1	1	1	1	1	9	28	90	166	191	218	232	234	255	281	295	253	207	175	136	111	singleton	singleton	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	11	singleton
Portugal/PT23138/2021	1	1	1	1	1	1	1	1	8	27	89	165	190	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT22783/2021	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	17	24
Portugal/PT22782/2021	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	17	24
Portugal/PT20831/2021	1	1	1	1	1	1	1	1	9	28	90	166	191	218	234	236	257	283	297	255	209	177	138	113	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	15	23
Portugal/PT21972/2021	1	1	1	1	1	1	1	1	9	28	90	166	191	218	234	236	257	283	297	255	209	177	138	113	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	15	23
Portugal/PT22143/2021	1	1	1	1	1	1	1	1	9	28	90	166	191	218	233	235	256	282	296	254	208	176	137	112	102	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	16	50
Portugal/PT22722/2021	1	1	1	1	1	1	1	1	9	28	90	166	191	218	233	235	256	282	296	254	208	176	137	112	102	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	16	50
Portugal/PT23147/2021	1	1	1	1	1	1	1	1	8	27	89	165	190	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21099/2021	1	1	1	1	1	1	1	1	7	12	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	20	singleton
Portugal/PT24175/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT23932/2021	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	21	singleton
Portugal/PT22146/2021	1	1	1	1	1	1	1	1	8	27	89	165	190	217	231	233	254	280	294	singleton	singleton	singleton	singleton	singleton	singleton	singleton	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	25	singleton
Portugal/PT23114/2021	1	1	1	1	1	1	1	1	8	27	89	165	190	217	231	233	254	280	294	singleton	singleton	singleton	singleton	singleton	singleton	singleton	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	25	singleton
Portugal/PT20196/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	67	41	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	26	singleton
Portugal/PT21181/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	66	40	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	27	52
Portugal/PT22512/2021	1	1	1	1	1	1	1	1	7	12	44	85	98	109	108	244	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	20	92
Portugal/PT24628/2021	1	1	1	1	1	1	1	1	7	12	44	85	98	109	108	singleton	singleton	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	20	92
Portugal/PT20834/2021	1	1	1	1	1	1	1	1	5	10	40	81	singleton	singleton	singleton	singleton	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT22712/2021	1	1	1	1	1	1	1	1	4	9	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21585/2021	1	1	1	1	1	1	1	1	1	4	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20965/2021	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21409/2021	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	singleton	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	21	singleton
Portugal/PT20676/2021	1	1	1	1	1	1	1	1	8	14	46	87	100	111	110	106	singleton	singleton	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	31	singleton
Portugal/PT21286/2021	1	1	1	1	1	1	1	1	8	14	46	87	100	111	110	106	108	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21551/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	67	41	27	19	16	singleton	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	26	singleton
Portugal/PT21135/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	66	40	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	27	52
Portugal/PT21672/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	98	100	113	103	singleton	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	32	singleton
Portugal/PT23852/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	98	100	113	103	singleton	singleton	singleton	singleton	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	32	singleton
Portugal/PT23034/2021	1	1	1	1	1	1	1	1	6	11	42	singleton	singleton	singleton	singleton	singleton	singleton	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	33	singleton
Portugal/PT24205/2021	1	1	1	1	1	1	1	1	6	11	41	82	95	106	105	96	98	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	34	singleton
Portugal/PT22176/2021	1	1	1	1	1	1	1	1	2	5	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20986/2021	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	21	87
Portugal/PT23098/2021	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	singleton	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	21	87
Portugal/PT23332/2021	1	1	1	1	1	1	1	1	8	14	46	87	100	111	110	106	109	124	117	92	72	47	singleton	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	31	93
Portugal/PT22641/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	67	41	27	19	16	singleton	singleton	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	26	singleton
Portugal/PT21137/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	66	40	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	27	52
Portugal/PT23822/2021	1	1	1	1	1	1	1	1	6	11	42	83	96	107	106	97	99	112	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	33	196
Portugal/PT24207/2021	1	1	1	1	1	1	1	1	6	11	41	82	95	106	105	96	98	111	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	34	singleton
Portugal/PT23720/2021	1	1	1	1	1	1	1	1	5	10	40	81	94	105	104	95	97	110	101	75	56	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	37	197
Portugal/PT24111/2021	1	1	1	1	1	1	1	1	5	10	40	81	94	105	104	95	97	110	101	75	56	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	37	197
Portugal/PT20852/2021	1	1	1	1	1	1	1	1	5	10	40	81	94	105	104	95	97	110	101	74	55	32	singleton	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21548/2021	1	1	1	1	1	1	1	1	3	8	singleton	singleton	singleton	singleton	singleton	singleton	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21318/2021	1	1	1	1	1	1	1	1	2	5	singleton	singleton	singleton	singleton	singleton	singleton	singleton	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21928/2021	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	5	5	5	7	8	singleton	singleton	singleton	singleton	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	38	singleton
Portugal/PT24194/2021	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	5	5	5	7	8	singleton	singleton	singleton	singleton	singleton	singleton	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	38	singleton
Portugal/PT24852/2022	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	1	1	1	1	1	1	158	67	22	8	5	3	4	16	11	6	4	2	1	39	51
Portugal/PT24854/2022	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	1	1	1	1	1	1	singleton	67	22	8	5	3	4	16	11	6	4	2	1	39	51
Portugal/PT22305/2021	1	1	1	1	1	1	1	1	8	15	49	91	106	117	116	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21340/2021	1	1	1	1	1	1	1	1	8	15	49	91	singleton	singleton	singleton	singleton	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	47	singleton
Portugal/PT20726/2021	1	1	1	1	1	1	1	1	8	14	46	87	100	111	110	106	109	124	117	92	72	47	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	31	93
Portugal/PT20725/2021	1	1	1	1	1	1	1	1	8	14	46	87	100	111	110	106	109	124	117	92	72	47	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	31	93
Portugal/PT22698/2021	1	1	1	1	1	1	1	1	8	14	46	87	100	111	110	106	108	122	115	88	68	42	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	48	94
Portugal/PT20488/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	66	40	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	27	52
Portugal/PT24601/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	100	singleton	singleton	singleton	singleton	singleton	singleton	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21739/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	99	102	singleton	singleton	singleton	singleton	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	49	singleton
Portugal/PT20447/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	99	101	114	104	77	57	singleton	singleton	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	50	singleton
Portugal/PT23193/2021	1	1	1	1	1	1	1	1	6	11	41	82	95	106	105	96	98	111	102	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	34	singleton
Portugal/PT21196/2021	1	1	1	1	1	1	1	1	5	10	40	81	94	105	104	95	97	110	101	74	55	32	singleton	singleton	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20237/2021	1	1	1	1	1	1	1	1	4	9	33	72	84	94	93	82	78	92	76	56	41	singleton	singleton	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	51	singleton
Portugal/PT24018/2021	1	1	1	1	1	1	1	1	4	9	33	71	83	93	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT22599/2021	1	1	1	1	1	1	1	1	3	8	32	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT23238/2021	1	1	1	1	1	1	1	1	3	7	31	66	79	singleton	singleton	244	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	52	singleton
Portugal/PT23401/2021	1	1	1	1	1	1	1	1	3	7	31	66	79	singleton	singleton	singleton	singleton	singleton	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	52	singleton
Portugal/PT23243/2021	1	1	1	1	1	1	1	1	3	6	30	65	78	89	87	244	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20233/2021	1	1	1	1	1	1	1	1	2	5	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21430/2021	1	1	1	1	1	1	1	1	1	4	5	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	53	singleton
Portugal/PT24181/2021	1	1	1	1	1	1	1	1	1	4	5	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	53	singleton
Portugal/PT21490/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	115	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	57	96
Portugal/PT22481/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	115	singleton	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	57	96
Portugal/PT20681/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	113	121	141	134	106	82	55	37	27	22	18	13	13	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	58	97
Portugal/PT21385/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	113	121	141	134	106	82	55	37	27	22	18	13	13	singleton	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	58	97
Portugal/PT21376/2021	1	1	1	1	1	1	1	1	8	15	49	91	106	117	116	112	115	130	singleton	singleton	singleton	singleton	singleton	singleton	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	59	singleton
Portugal/PT23196/2021	1	1	1	1	1	1	1	1	8	15	49	91	106	117	116	112	115	130	singleton	singleton	singleton	singleton	singleton	singleton	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	59	singleton
Portugal/PT23493/2021	1	1	1	1	1	1	1	1	8	15	49	91	105	116	115	111	114	129	124	98	78	51	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	47	141
Portugal/PT23946/2021	1	1	1	1	1	1	1	1	8	15	48	90	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT23081/2021	1	1	1	1	1	1	1	1	8	15	48	90	103	114	113	109	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20474/2021	1	1	1	1	1	1	1	1	8	15	47	89	102	113	112	108	111	126	120	94	74	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	60	95
Portugal/PT20683/2021	1	1	1	1	1	1	1	1	8	15	47	89	102	113	112	108	111	126	120	94	74	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	60	95
Portugal/PT20908/2021	1	1	1	1	1	1	1	1	8	15	47	88	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT23281/2021	1	1	1	1	1	1	1	1	8	14	46	87	100	111	110	106	108	123	116	91	71	46	31	23	20	17	12	singleton	singleton	singleton	singleton	singleton	singleton	singleton	22	8	5	3	4	16	11	6	4	2	1	61	singleton
Portugal/PT23236/2021	1	1	1	1	1	1	1	1	8	14	46	87	100	111	110	106	108	122	115	88	68	42	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	48	94
Portugal/PT22101/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	67	41	27	19	16	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	26	140
Portugal/PT22099/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	67	41	27	19	16	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	26	140
Portugal/PT22232/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	99	102	115	105	78	singleton	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	49	189
Portugal/PT22375/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	99	101	114	104	77	57	33	22	singleton	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	50	190
Portugal/PT23841/2021	1	1	1	1	1	1	1	1	6	11	42	83	96	107	106	97	99	112	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	33	196
Portugal/PT23845/2021	1	1	1	1	1	1	1	1	6	11	42	83	96	107	106	97	99	112	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	33	196
Portugal/PT24238/2021	1	1	1	1	1	1	1	1	6	11	42	83	96	107	106	97	99	112	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	33	196
Portugal/PT22280/2021	1	1	1	1	1	1	1	1	4	9	39	79	91	102	101	singleton	singleton	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20238/2021	1	1	1	1	1	1	1	1	4	9	33	72	84	94	93	82	78	92	76	56	41	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	51	254
Portugal/PT20236/2021	1	1	1	1	1	1	1	1	4	9	33	72	84	94	93	82	78	92	76	56	41	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	51	254
Portugal/PT22289/2021	1	1	1	1	1	1	1	1	3	6	30	65	78	89	87	77	singleton	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21228/2021	1	1	1	1	1	1	1	1	1	4	6	5	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	62	singleton
Portugal/PT20374/2021	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	6	7	9	8	7	6	6	6	4	6	3	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	63	singleton
Portugal/PT22166/2021	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	6	7	9	8	7	6	6	6	4	6	3	singleton	singleton	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	63	singleton
Portugal/PT24346/2021	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	4	singleton	singleton	singleton	singleton	singleton	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20548/2021	1	1	1	1	1	1	1	1	8	19	singleton	singleton	singleton	singleton	singleton	singleton	singleton	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT23797/2021	1	1	1	1	1	1	1	1	8	18	52	94	112	126	126	127	135	157	152	125	95	72	50	37	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	66	53
Portugal/PT20375/2021	1	1	1	1	1	1	1	1	8	17	51	93	108	121	120	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21657/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	114	122	142	135	108	85	56	38	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	69	142
Portugal/PT22257/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	114	122	142	135	108	85	56	38	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	69	142
Portugal/PT20736/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	114	122	142	135	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	70	singleton
Portugal/PT20471/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	113	116	131	125	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT26415/2021	1	1	1	1	1	1	1	1	8	15	49	91	105	116	115	111	114	129	124	98	78	51	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	47	141
Portugal/PT23723/2021	1	1	1	1	1	1	1	1	8	15	48	90	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	71	singleton
Portugal/PT20402/2021	1	1	1	1	1	1	1	1	8	14	46	87	100	111	110	106	108	123	116	91	71	46	31	23	20	17	12	12	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	61	199
