partition	cluster	cluster_length	samples	lineage	clade_membership	first_seq_date	last_seq_date	timespan_days	n_Health_region	Health_region	S1_mutations
root_dist-41x1.0	263	27	Portugal/PT21143/2021,Portugal/PT23329/2021,Portugal/PT23585/2021,Portugal/PT26420/2021,Portugal/PT21825/2021,Portugal/PT24313/2021,Portugal/PT20504/2021,Portugal/PT21157/2021,Portugal/PT21333/2021,Portugal/PT22949/2021,Portugal/PT22947/2021,Portugal/PT22941/2021,Portugal/PT22606/2021,Portugal/PT22960/2021,Portugal/PT22940/2021,Portugal/PT22063/2021,Portugal/PT22937/2021,Portugal/PT22431/2021,Portugal/PT22068/2021,Portugal/PT22594/2021,Portugal/PT22950/2021,Portugal/PT22936/2021,Portugal/PT22065/2021,Portugal/PT22595/2021,Portugal/PT22604/2021,Portugal/PT22054/2021,Portugal/PT22069/2021	AY.26 (100.0%) (n = 27)	21I (Delta) (100.0%) (n = 27)	2021-11-02	2021-12-21	49	4	CENTRO (66.7%), LX V TEJO (22.2%), ALENTEJO (7.4%), NORTE (3.7%) (n = 27)	8.00 (88.9%), 9.00 (11.1%) (n = 27)
root_dist-41x1.0	165	2	Portugal/PT22743/2021,Portugal/PT22744/2021	AY.102 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-27	2021-11-27	0	1	LX V TEJO (100.0%) (n = 2)	11.00 (50.0%), 10.00 (50.0%) (n = 2)
root_dist-41x1.0	152	2	Portugal/PT22473/2021,Portugal/PT26531/2022	AY.4 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-25	2022-01-24	60	2	ALENTEJO (50.0%), LX V TEJO (50.0%) (n = 2)	9.00 (100.0%) (n = 2)
root_dist-41x1.0	11	5	Portugal/PT21189/2021,Portugal/PT21191/2021,Portugal/PT21808/2021,Portugal/PT22762/2021,Portugal/PT22761/2021	B.1.617.2 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-09	2021-11-28	19	3	LX V TEJO (40.0%), MADEIRA-RA (40.0%), ALGARVE (20.0%) (n = 5)	7.00 (100.0%) (n = 5)
root_dist-41x1.0	24	7	Portugal/PT22450/2021,Portugal/PT24151/2021,Portugal/PT20912/2021,Portugal/PT21956/2021,Portugal/PT22446/2021,Portugal/PT23776/2021,Portugal/PT21431/2021	AY.122 (100.0%) (n = 7)	21J (Delta) (100.0%) (n = 7)	2021-11-08	2021-12-21	43	1	CENTRO (100.0%) (n = 7)	8.00 (100.0%) (n = 7)
root_dist-41x1.0	105	6	Portugal/PT22171/2021,Portugal/PT22420/2021,Portugal/PT21290/2021,Portugal/PT21661/2021,Portugal/PT22317/2021,Portugal/PT23242/2021	AY.98.1 (100.0%) (n = 6)	21J (Delta) (100.0%) (n = 6)	2021-11-15	2021-12-05	20	3	LX V TEJO (50.0%), NORTE (33.3%), ALGARVE (16.7%) (n = 6)	8.00 (100.0%) (n = 6)
root_dist-41x1.0	127	6	Portugal/PT23062/2021,Portugal/PT21595/2021,Portugal/PT21599/2021,Portugal/PT21768/2021,Portugal/PT22935/2021,Portugal/PT21756/2021	AY.121 (100.0%) (n = 6)	21J (Delta) (100.0%) (n = 6)	2021-11-15	2021-12-06	21	2	ALENTEJO (83.3%), CENTRO (16.7%) (n = 6)	9.00 (100.0%) (n = 6)
root_dist-41x1.0	166	22	Portugal/PT21711/2021,Portugal/PT21898/2021,Portugal/PT23751/2021,Portugal/PT23740/2021,Portugal/PT21047/2021,Portugal/PT21051/2021,Portugal/PT22014/2021,Portugal/PT21050/2021,Portugal/PT20266/2021,Portugal/PT20267/2021,Portugal/PT22072/2021,Portugal/PT20273/2021,Portugal/PT20275/2021,Portugal/PT20276/2021,Portugal/PT20274/2021,Portugal/PT20268/2021,Portugal/PT20265/2021,Portugal/PT21053/2021,Portugal/PT21056/2021,Portugal/PT21321/2021,Portugal/PT21055/2021,Portugal/PT21049/2021	AY.117 (100.0%) (n = 22)	21J (Delta) (100.0%) (n = 22)	2021-11-01	2021-12-13	42	3	CENTRO (81.8%), ALGARVE (13.6%), NORTE (4.5%) (n = 22)	8.00 (81.8%), 9.00 (18.2%) (n = 22)
root_dist-41x1.0	241	2	Portugal/PT20623/2021,Portugal/PT20629/2021	AY.4 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-01	2021-11-01	0	2	CENTRO (50.0%), LX V TEJO (50.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-41x1.0	156	3	Portugal/PT21224/2021,Portugal/PT23021/2021,Portugal/PT23076/2021	B.1.617.2 (66.7%), AY.102 (33.3%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-15	2021-12-05	20	2	NORTE (66.7%), LX V TEJO (33.3%) (n = 3)	9.00 (100.0%) (n = 3)
root_dist-41x1.0	142	2	Portugal/PT20837/2021,Portugal/PT20851/2021	AY.124 (50.0%), AY.121 (50.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-08	2021-11-09	1	1	LX V TEJO (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
root_dist-41x1.0	232	2	Portugal/PT20823/2021,Portugal/PT21098/2021	AY.4 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-08	2021-11-08	0	1	LX V TEJO (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
root_dist-41x1.0	225	2	Portugal/PT20353/2021,Portugal/PT20354/2021	AY.4 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-01	2021-11-01	0	1	ALGARVE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-41x1.0	224	32	Portugal/PT21288/2021,Portugal/PT23116/2021,Portugal/PT22581/2021,Portugal/PT22582/2021,Portugal/PT22579/2021,Portugal/PT22580/2021,Portugal/PT21230/2021,Portugal/PT23271/2021,Portugal/PT23735/2021,Portugal/PT21231/2021,Portugal/PT22663/2021,Portugal/PT22669/2021,Portugal/PT22668/2021,Portugal/PT22673/2021,Portugal/PT23734/2021,Portugal/PT23739/2021,Portugal/PT22675/2021,Portugal/PT22674/2021,Portugal/PT23131/2021,Portugal/PT23738/2021,Portugal/PT23733/2021,Portugal/PT24000/2021,Portugal/PT21658/2021,Portugal/PT21284/2021,Portugal/PT21664/2021,Portugal/PT21463/2021,Portugal/PT21483/2021,Portugal/PT22024/2021,Portugal/PT21403/2021,Portugal/PT22677/2021,Portugal/PT23759/2021,Portugal/PT24526/2021	AY.4 (96.9%), B.1.617.2 (3.1%) (n = 32)	21J (Delta) (100.0%) (n = 32)	2021-11-14	2021-12-26	42	5	ALGARVE (59.4%), ALENTEJO (12.5%), CENTRO (9.4%), LX V TEJO (9.4%), NORTE (9.4%) (n = 32)	8.00 (68.8%), 9.00 (31.2%) (n = 32)
root_dist-41x1.0	171	9	Portugal/PT22863/2021,Portugal/PT21004/2021,Portugal/PT21005/2021,Portugal/PT20576/2021,Portugal/PT22794/2021,Portugal/PT21568/2021,Portugal/PT21709/2021,Portugal/PT22046/2021,Portugal/PT22793/2021	AY.91 (100.0%) (n = 9)	21J (Delta) (100.0%) (n = 9)	2021-11-02	2021-12-05	33	4	CENTRO (44.4%), ACORES-RA (33.3%), LX V TEJO (11.1%), NORTE (11.1%) (n = 9)	8.00 (55.6%), 7.00 (44.4%) (n = 9)
root_dist-41x1.0	233	2	Portugal/PT20357/2021,Portugal/PT20358/2021	AY.4 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-01	2021-11-01	0	1	ALGARVE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-41x1.0	260	3	Portugal/PT22243/2021,Portugal/PT22480/2021,Portugal/PT22477/2021	AY.26 (100.0%) (n = 3)	21I (Delta) (100.0%) (n = 3)	2021-11-23	2021-11-25	2	1	LX V TEJO (100.0%) (n = 3)	8.00 (100.0%) (n = 3)
root_dist-41x1.0	155	2	Portugal/PT24100/2021,Portugal/PT24593/2021	AY.4 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-21	2021-12-28	7	1	NORTE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-41x1.0	119	3	Portugal/PT21081/2021,Portugal/PT22690/2021,Portugal/PT23231/2021	AY.125 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-07	2021-12-05	28	2	ALGARVE (66.7%), NORTE (33.3%) (n = 3)	8.00 (100.0%) (n = 3)
root_dist-41x1.0	144	63	Portugal/PT22507/2021,Portugal/PT21212/2021,Portugal/PT22222/2021,Portugal/PT20485/2021,Portugal/PT21111/2021,Portugal/PT20999/2021,Portugal/PT20993/2021,Portugal/PT20847/2021,Portugal/PT20848/2021,Portugal/PT21194/2021,Portugal/PT23599/2021,Portugal/PT23597/2021,Portugal/PT21315/2021,Portugal/PT21317/2021,Portugal/PT23664/2021,Portugal/PT23608/2021,Portugal/PT20905/2021,Portugal/PT21325/2021,Portugal/PT22269/2021,Portugal/PT22270/2021,Portugal/PT22268/2021,Portugal/PT22267/2021,Portugal/PT20438/2021,Portugal/PT21323/2021,Portugal/PT20914/2021,Portugal/PT21432/2021,Portugal/PT22051/2021,Portugal/PT22792/2021,Portugal/PT21327/2021,Portugal/PT22018/2021,Portugal/PT21108/2021,Portugal/PT23037/2021,Portugal/PT22147/2021,Portugal/PT23050/2021,Portugal/PT21570/2021,Portugal/PT23042/2021,Portugal/PT24729/2021,Portugal/PT24613/2021,Portugal/PT25191/2022,Portugal/PT23051/2021,Portugal/PT22034/2021,Portugal/PT23701/2021,Portugal/PT22035/2021,Portugal/PT22157/2021,Portugal/PT22807/2021,Portugal/PT22946/2021,Portugal/PT24035/2021,Portugal/PT22348/2021,Portugal/PT24144/2021,Portugal/PT23677/2021,Portugal/PT23706/2021,Portugal/PT24718/2021,Portugal/PT24576/2021,Portugal/PT23492/2021,Portugal/PT22396/2021,Portugal/PT22404/2021,Portugal/PT23014/2021,Portugal/PT23043/2021,Portugal/PT22796/2021,Portugal/PT22812/2021,Portugal/PT23926/2021,Portugal/PT23288/2021,Portugal/PT23289/2021	AY.124 (100.0%) (n = 63)	21J (Delta) (100.0%) (n = 63)	2021-11-02	2022-01-04	63	4	CENTRO (57.1%), NORTE (22.2%), ALENTEJO (11.1%), LX V TEJO (9.5%) (n = 63)	9.00 (84.1%), 10.00 (14.3%), 8.00 (1.6%) (n = 63)
root_dist-41x1.0	7	3	Portugal/PT21992/2021,Portugal/PT21993/2021,Portugal/PT22857/2021	AY.122 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-20	2021-12-04	14	2	NORTE (66.7%), LX V TEJO (33.3%) (n = 3)	8.00 (100.0%) (n = 3)
root_dist-41x1.0	47	19	Portugal/PT21397/2021,Portugal/PT20696/2021,Portugal/PT20693/2021,Portugal/PT20689/2021,Portugal/PT20688/2021,Portugal/PT20706/2021,Portugal/PT21404/2021,Portugal/PT21405/2021,Portugal/PT20699/2021,Portugal/PT21394/2021,Portugal/PT22025/2021,Portugal/PT22033/2021,Portugal/PT22804/2021,Portugal/PT23276/2021,Portugal/PT20691/2021,Portugal/PT21395/2021,Portugal/PT20709/2021,Portugal/PT22019/2021,Portugal/PT20703/2021	AY.43 (100.0%) (n = 19)	21J (Delta) (100.0%) (n = 19)	2021-11-02	2021-12-05	33	3	CENTRO (73.7%), NORTE (21.1%), ACORES-RA (5.3%) (n = 19)	8.00 (94.7%), 9.00 (5.3%) (n = 19)
root_dist-41x1.0	1	2	Portugal/PT22783/2021,Portugal/PT22782/2021	AY.122 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-26	2021-11-26	0	1	MADEIRA-RA (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
root_dist-41x1.0	177	4	Portugal/PT23495/2021,Portugal/PT24712/2021,Portugal/PT23861/2021,Portugal/PT23862/2021	B.1.617.2 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-12-13	2021-12-27	14	1	ALENTEJO (100.0%) (n = 4)	9.00 (75.0%), 10.00 (25.0%) (n = 4)
root_dist-41x1.0	217	5	Portugal/PT24234/2021,Portugal/PT24222/2021,Portugal/PT24217/2021,Portugal/PT24226/2021,Portugal/PT23832/2021	AY.4 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-12-13	2021-12-20	7	1	ACORES-RA (100.0%) (n = 5)	9.00 (100.0%) (n = 5)
root_dist-41x1.0	83	19	Portugal/PT21875/2021,Portugal/PT21450/2021,Portugal/PT23999/2021,Portugal/PT22972/2021,Portugal/PT24094/2021,Portugal/PT26517/2022,Portugal/PT26523/2022,Portugal/PT26519/2022,Portugal/PT26527/2022,Portugal/PT26522/2022,Portugal/PT26515/2022,Portugal/PT26520/2022,Portugal/PT26528/2022,Portugal/PT26525/2022,Portugal/PT26518/2022,Portugal/PT26526/2022,Portugal/PT26529/2022,Portugal/PT26524/2022,Portugal/PT26516/2022	AY.5 (94.7%), AY.106 (5.3%) (n = 19)	21J (Delta) (100.0%) (n = 19)	2021-11-14	2022-01-23	70	2	ALGARVE (94.7%), NORTE (5.3%) (n = 19)	7.00 (94.7%), 8.00 (5.3%) (n = 19)
root_dist-41x1.0	77	84	Portugal/PT23773/2021,Portugal/PT21349/2021,Portugal/PT21348/2021,Portugal/PT20744/2021,Portugal/PT22271/2021,Portugal/PT22527/2021,Portugal/PT20311/2021,Portugal/PT21343/2021,Portugal/PT23475/2021,Portugal/PT21336/2021,Portugal/PT21109/2021,Portugal/PT21110/2021,Portugal/PT23073/2021,Portugal/PT23639/2021,Portugal/PT23645/2021,Portugal/PT23653/2021,Portugal/PT22436/2021,Portugal/PT25108/2022,Portugal/PT23102/2021,Portugal/PT23615/2021,Portugal/PT23621/2021,Portugal/PT21342/2021,Portugal/PT22078/2021,Portugal/PT23027/2021,Portugal/PT23035/2021,Portugal/PT24056/2021,Portugal/PT23625/2021,Portugal/PT23070/2021,Portugal/PT23100/2021,Portugal/PT23026/2021,Portugal/PT23613/2021,Portugal/PT22539/2021,Portugal/PT22385/2021,Portugal/PT21355/2021,Portugal/PT22087/2021,Portugal/PT22086/2021,Portugal/PT26079/2022,Portugal/PT23614/2021,Portugal/PT24061/2021,Portugal/PT24589/2021,Portugal/PT20480/2021,Portugal/PT20740/2021,Portugal/PT22084/2021,Portugal/PT23133/2021,Portugal/PT23134/2021,Portugal/PT23617/2021,Portugal/PT23095/2021,Portugal/PT23942/2021,Portugal/PT21640/2021,Portugal/PT21639/2021,Portugal/PT21410/2021,Portugal/PT22031/2021,Portugal/PT22029/2021,Portugal/PT22032/2021,Portugal/PT23638/2021,Portugal/PT23627/2021,Portugal/PT23629/2021,Portugal/PT24075/2021,Portugal/PT22437/2021,Portugal/PT22081/2021,Portugal/PT21955/2021,Portugal/PT23924/2021,Portugal/PT23618/2021,Portugal/PT22306/2021,Portugal/PT22389/2021,Portugal/PT23609/2021,Portugal/PT23097/2021,Portugal/PT22384/2021,Portugal/PT23135/2021,Portugal/PT22388/2021,Portugal/PT23129/2021,Portugal/PT22387/2021,Portugal/PT22542/2021,Portugal/PT23121/2021,Portugal/PT22424/2021,Portugal/PT22383/2021,Portugal/PT22903/2021,Portugal/PT23071/2021,Portugal/PT23611/2021,Portugal/PT25588/2022,Portugal/PT24103/2021,Portugal/PT24050/2021,Portugal/PT23922/2021,Portugal/PT24074/2021	AY.5 (97.6%), AY.5.4 (1.2%), AY.129 (1.2%) (n = 84)	21J (Delta) (100.0%) (n = 84)	2021-11-02	2022-01-17	76	4	NORTE (83.3%), CENTRO (8.3%), ALENTEJO (7.1%), LX V TEJO (1.2%) (n = 84)	7.00 (97.6%), 8.00 (1.2%), 9.00 (1.2%) (n = 84)
root_dist-41x1.0	135	3	Portugal/PT23797/2021,Portugal/PT23817/2021,Portugal/PT23804/2021	AY.103 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-12-07	2021-12-13	6	1	ACORES-RA (100.0%) (n = 3)	8.00 (100.0%) (n = 3)
root_dist-41x1.0	186	3	Portugal/PT21021/2021,Portugal/PT22189/2021,Portugal/PT22188/2021	AY.4 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-09	2021-11-22	13	1	MADEIRA-RA (100.0%) (n = 3)	9.00 (100.0%) (n = 3)
root_dist-41x1.0	71	3	Portugal/PT22915/2021,Portugal/PT22916/2021,Portugal/PT23235/2021	AY.46 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-12-05	2021-12-05	0	1	ALGARVE (100.0%) (n = 3)	7.00 (100.0%) (n = 3)
root_dist-41x1.0	2	4	Portugal/PT23932/2021,Portugal/PT21409/2021,Portugal/PT20986/2021,Portugal/PT23098/2021	AY.122 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-11-08	2021-12-14	36	1	NORTE (100.0%) (n = 4)	7.00 (100.0%) (n = 4)
root_dist-41x1.0	125	2	Portugal/PT23258/2021,Portugal/PT23259/2021	AY.121 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-07	2021-12-07	0	1	ALGARVE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-41x1.0	121	2	Portugal/PT20681/2021,Portugal/PT21385/2021	AY.125 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-09	2021-11-14	5	1	NORTE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-41x1.0	59	9	Portugal/PT23753/2021,Portugal/PT23755/2021,Portugal/PT23230/2021,Portugal/PT23256/2021,Portugal/PT23232/2021,Portugal/PT22686/2021,Portugal/PT23255/2021,Portugal/PT23546/2021,Portugal/PT23575/2021	AY.43 (100.0%) (n = 9)	21J (Delta) (100.0%) (n = 9)	2021-11-29	2021-12-14	15	2	ALGARVE (88.9%), ALENTEJO (11.1%) (n = 9)	7.00 (66.7%), 8.00 (33.3%) (n = 9)
root_dist-41x1.0	130	2	Portugal/PT23686/2021,Portugal/PT23688/2021	AY.121 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-13	2021-12-13	0	1	NORTE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-41x1.0	161	2	Portugal/PT21991/2021,Portugal/PT22425/2021	AY.120 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-20	2021-11-26	6	1	NORTE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-41x1.0	14	17	Portugal/PT22272/2021,Portugal/PT24355/2021,Portugal/PT24376/2021,Portugal/PT24494/2021,Portugal/PT24496/2021,Portugal/PT22667/2021,Portugal/PT23563/2021,Portugal/PT23568/2021,Portugal/PT23562/2021,Portugal/PT24853/2022,Portugal/PT23550/2021,Portugal/PT23544/2021,Portugal/PT24481/2021,Portugal/PT24433/2021,Portugal/PT24529/2021,Portugal/PT24375/2021,Portugal/PT24344/2021	AY.122 (100.0%) (n = 17)	21J (Delta) (100.0%) (n = 17)	2021-11-19	2022-01-03	45	3	ALENTEJO (82.4%), ALGARVE (11.8%), LX V TEJO (5.9%) (n = 17)	8.00 (100.0%) (n = 17)
root_dist-41x1.0	247	3	Portugal/PT24152/2021,Portugal/PT23448/2021,Portugal/PT22592/2021	AY.126 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-29	2021-12-21	22	2	CENTRO (66.7%), LX V TEJO (33.3%) (n = 3)	9.00 (100.0%) (n = 3)
root_dist-41x1.0	150	107	Portugal/PT24133/2021,Portugal/PT23644/2021,Portugal/PT23598/2021,Portugal/PT23447/2021,Portugal/PT23446/2021,Portugal/PT23935/2021,Portugal/PT25187/2022,Portugal/PT20665/2021,Portugal/PT21953/2021,Portugal/PT22519/2021,Portugal/PT22469/2021,Portugal/PT23157/2021,Portugal/PT22521/2021,Portugal/PT23667/2021,Portugal/PT21947/2021,Portugal/PT22277/2021,Portugal/PT21089/2021,Portugal/PT21439/2021,Portugal/PT22452/2021,Portugal/PT22455/2021,Portugal/PT22463/2021,Portugal/PT22465/2021,Portugal/PT21981/2021,Portugal/PT21971/2021,Portugal/PT22448/2021,Portugal/PT22451/2021,Portugal/PT22459/2021,Portugal/PT22461/2021,Portugal/PT22462/2021,Portugal/PT22460/2021,Portugal/PT21705/2021,Portugal/PT23126/2021,Portugal/PT20712/2021,Portugal/PT20721/2021,Portugal/PT23646/2021,Portugal/PT23085/2021,Portugal/PT24086/2021,Portugal/PT22275/2021,Portugal/PT23077/2021,Portugal/PT23275/2021,Portugal/PT22365/2021,Portugal/PT23280/2021,Portugal/PT23675/2021,Portugal/PT24730/2021,Portugal/PT22416/2021,Portugal/PT21353/2021,Portugal/PT21676/2021,Portugal/PT22530/2021,Portugal/PT22517/2021,Portugal/PT21920/2021,Portugal/PT22363/2021,Portugal/PT22543/2021,Portugal/PT21704/2021,Portugal/PT21712/2021,Portugal/PT22496/2021,Portugal/PT22278/2021,Portugal/PT24912/2022,Portugal/PT23162/2021,Portugal/PT23161/2021,Portugal/PT23665/2021,Portugal/PT23642/2021,Portugal/PT23643/2021,Portugal/PT23939/2021,Portugal/PT23159/2021,Portugal/PT24055/2021,Portugal/PT23716/2021,Portugal/PT24153/2021,Portugal/PT23726/2021,Portugal/PT23068/2021,Portugal/PT22379/2021,Portugal/PT23136/2021,Portugal/PT25060/2022,Portugal/PT24073/2021,Portugal/PT23030/2021,Portugal/PT24735/2021,Portugal/PT23770/2021,Portugal/PT21960/2021,Portugal/PT22533/2021,Portugal/PT21963/2021,Portugal/PT21948/2021,Portugal/PT22486/2021,Portugal/PT22520/2021,Portugal/PT23683/2021,Portugal/PT25109/2022,Portugal/PT22372/2021,Portugal/PT23658/2021,Portugal/PT23654/2021,Portugal/PT23928/2021,Portugal/PT23661/2021,Portugal/PT23668/2021,Portugal/PT21500/2021,Portugal/PT22021/2021,Portugal/PT22528/2021,Portugal/PT22440/2021,Portugal/PT22472/2021,Portugal/PT22493/2021,Portugal/PT22492/2021,Portugal/PT23111/2021,Portugal/PT23112/2021,Portugal/PT24723/2021,Portugal/PT24113/2021,Portugal/PT23160/2021,Portugal/PT22532/2021,Portugal/PT24126/2021,Portugal/PT24121/2021,Portugal/PT26335/2022,Portugal/PT23681/2021	AY.124 (99.1%), B.1.617.2 (0.9%) (n = 107)	21J (Delta) (100.0%) (n = 107)	2021-11-02	2022-01-17	76	4	NORTE (74.8%), CENTRO (21.5%), LX V TEJO (2.8%), ALENTEJO (0.9%) (n = 107)	8.00 (72.9%), 9.00 (27.1%) (n = 107)
