col2	col1	AdjRand	Simpson_col2	Simpson_col1	Wallace	AdjWallace	AdjWallaceIClow	AdjWallaceIChigh	col2_cluster	col1_cluster
MST-40x1.0	MST-39x1.0	0.9997147293772493	0.9529365778586828	0.952962159142188	1.0	0.9994296214667377	0.998910055994336	0.9999491869391395	321	329
MST-41x1.0	MST-40x1.0	1.0	0.9529365778586828	0.9529365778586828	1.0	1.0	1.0	1.0	321	321
MST-42x1.0	MST-41x1.0	0.9979769149689093	0.9527547802039067	0.9529365778586828	1.0	0.9959619991568798	0.9934558656746209	0.9984681326391387	314	321
MST-43x1.0	MST-42x1.0	0.9995076864777731	0.9527104393124979	0.9527547802039067	1.0	0.9990158574622253	0.9975203124267069	1.0005114024977437	309	314
MST-44x1.0	MST-43x1.0	0.997635450455592	0.9524969208661754	0.9527104393124979	1.0	0.9952820567218128	0.9918803519695296	0.998683761474096	306	309
MST-45x1.0	MST-44x1.0	0.9955253432805384	0.9520903490003346	0.9524969208661754	1.0	0.9910905532767239	0.986153134497433	0.9960279720560148	299	306
MST-46x1.0	MST-45x1.0	0.9992527492369672	0.9520221322443211	0.9520903490003346	1.0	0.9985066144074579	0.9971718733465272	0.9998413554683886	294	299
MST-47x1.0	MST-46x1.0	0.9977271037452025	0.9518140711384797	0.9520221322443211	1.0	0.9954645161746054	0.9891983029091522	1.0017307294400586	290	294
MST-48x1.0	MST-47x1.0	0.9999144828950555	0.9518062262115381	0.9518140711384797	1.0	0.9998289804152107	0.9995214124967722	1.0001365483336493	289	290
MST-49x1.0	MST-48x1.0	0.997370309587576	0.9515643978114701	0.9518062262115381	1.0	0.9947544134438262	0.9893641739960799	1.0001446528915725	283	289
MST-50x1.0	MST-49x1.0	0.9998520107647614	0.9515507544602673	0.9515643978114701	1.0	0.999704065324669	0.9992638251589125	1.0001443054904255	280	283
MST-51x1.0	MST-50x1.0	0.9988027433085055	0.9514402433155253	0.9515507544602673	1.0	0.9976083500359341	0.9935539937362963	1.0016627063355719	275	280
MST-52x1.0	MST-51x1.0	0.9997527416932823	0.9514173907022608	0.9514402433155253	1.0	0.9995056056296795	0.9993890761280193	0.9996221351313397	271	275
MST-53x1.0	MST-52x1.0	0.9999077677097046	0.9514088636077591	0.9514173907022608	1.0	0.9998155524314308	0.9994956389402251	1.0001354659226367	269	271
MST-54x1.0	MST-53x1.0	0.9976661119310836	0.9511926164911961	0.9514088636077591	1.0	0.9953430925628726	0.9896082200033115	1.0010779651224337	265	269
MST-55x1.0	MST-54x1.0	0.9854697625194201	0.9498255527006844	0.9511926164911961	1.0	0.9713557330402228	0.9658549442765012	0.9768565218039444	257	265
MST-56x1.0	MST-55x1.0	0.9999606375673096	0.9498218007791036	0.9498255527006844	1.0	0.9999212782332993	0.9998812898310407	0.999961266635558	254	257
MST-57x1.0	MST-56x1.0	0.8741218299728454	0.9362906661400333	0.9498218007791036	1.0	0.7763911347102171	0.7611723278249297	0.7916099415955046	250	254
MST-58x1.0	MST-57x1.0	0.9995398824593517	0.9362357516514423	0.9362906661400333	1.0	0.9990801881402742	0.9989712321554465	0.999189144125102	248	250
MST-59x1.0	MST-58x1.0	0.9954587297836096	0.9356913819384541	0.9362357516514423	1.0	0.9909585193738986	0.982493489771639	0.9994235489761581	242	248
MST-60x1.0	MST-59x1.0	0.9998129738140148	0.9356688704089697	0.9356913819384541	1.0	0.9996260175725366	0.9992457997166185	1.0000062354284547	239	242
MST-61x1.0	MST-60x1.0	0.9999490034354337	0.9356627309009284	0.9356688704089697	1.0	0.9998980120719012	0.9997828577763811	1.0000131663674214	236	239
MST-62x1.0	MST-61x1.0	0.9995950215817249	0.9356139559203788	0.9356627309009284	1.0	0.999190371045703	0.9982762912660246	1.0001044508253814	234	236
MST-63x1.0	MST-62x1.0	0.9976691529910809	0.9353325618018228	0.9356139559203788	1.0	0.9953491464103402	0.9949932814950986	0.9957050113255819	231	234
MST-64x1.0	MST-63x1.0	0.9997209326549112	0.9352987945075961	0.9353325618018228	1.0	0.9994420210235342	0.9989141970297594	0.999969845017309	228	231
MST-65x1.0	MST-64x1.0	0.9990060442348766	0.9351783919332322	0.9352987945075961	1.0	0.998014062403876	0.9968798006057651	0.999148324201987	224	228
MST-66x1.0	MST-65x1.0	0.9851379560422261	0.9333529115423093	0.9351783919332322	1.0	0.9707112034660107	0.9677984129765483	0.973623993955473	220	224
MST-67x1.0	MST-66x1.0	0.9787008206157722	0.9306532334230725	0.9333529115423093	1.0	0.9582900293779347	0.9404718165844139	0.9761082421714555	213	220
MST-68x1.0	MST-67x1.0	0.9985906115597193	0.9304710946845163	0.9306532334230725	1.0	0.9971851902797201	0.9955972013426418	0.9987731792167983	210	213
MST-69x1.0	MST-68x1.0	0.9993308149525223	0.9303844594043791	0.9304710946845163	1.0	0.9986625249233672	0.9974571264688032	0.9998679233779311	207	210
MST-70x1.0	MST-69x1.0	0.9603194559258167	0.9250625291839809	0.9303844594043791	1.0	0.923667814502544	0.9010744370259728	0.9462611919791152	204	207
MST-71x1.0	MST-70x1.0	0.9988669649291921	0.9249052895613696	0.9250625291839809	1.0	0.9977364944895105	0.9956775212623451	0.9997954677166759	200	204
MST-72x1.0	MST-71x1.0	0.9998772421827887	0.9248882353723663	0.9249052895613696	1.0	0.9997545145008415	0.9992872503501263	1.0002217786515566	199	200
MST-73x1.0	MST-72x1.0	0.99997054193435	0.9248841423670054	0.9248882353723663	1.0	0.9999410856042042	0.9998977930936294	0.9999843781147791	196	199
MST-74x1.0	MST-73x1.0	0.9604379655728381	0.9191958881668145	0.9248841423670054	1.0	0.9238871118471309	0.907187975222207	0.9405862484720549	195	196
MST-75x1.0	MST-74x1.0	0.9980217579008119	0.918901532864616	0.9191958881668145	1.0	0.9960513272323287	0.9911899193304018	1.0009127351342555	190	195
MST-76x1.0	MST-75x1.0	0.9996865588906019	0.9188548043867467	0.918901532864616	1.0	0.999373314210293	0.998581207509432	1.000165420911154	186	190
MST-77x1.0	MST-76x1.0	0.9999359592953819	0.9188452540409048	0.9188548043867467	1.0	0.9998719267926623	0.999821228111059	0.9999226254742657	185	186
MST-78x1.0	MST-77x1.0	0.994302845319448	0.9179915213393951	0.9188452540409048	1.0	0.988670238045246	0.9804465489269583	0.9968939271635338	181	185
MST-79x1.0	MST-78x1.0	0.9993388859216725	0.9178919248756152	0.9179915213393951	1.0	0.9986786454094674	0.9974773917210499	0.9998798990978849	180	181
MST-80x1.0	MST-79x1.0	0.9998778191730039	0.9178735063514916	0.9178919248756152	1.0	0.9997556681986693	0.9995209095955817	0.999990426801757	176	180
MST-81x1.0	MST-80x1.0	0.9988879450711847	0.9177056931316983	0.9178735063514916	1.0	0.9977783607272727	0.9966065300238824	0.9989501914306629	172	176
MST-82x1.0	MST-81x1.0	0.999839690951468	0.9176814761833134	0.9177056931316983	1.0	0.9996794332926798	0.9990693322266871	1.0002895343586724	170	172
MST-83x1.0	MST-82x1.0	0.9996637163269668	0.9176306547000833	0.9176814761833134	1.0	0.9993276587513183	0.9984695012516573	1.0001858162509794	168	170
MST-84x1.0	MST-83x1.0	0.99993005867327	0.9176200811029012	0.9176306547000833	1.0	0.9998601271294342	0.9997329148205073	0.999987339438361	166	168
MST-85x1.0	MST-84x1.0	0.9997609075122909	0.9175839262222141	0.9176200811029012	1.0	0.9995219293276879	0.9993697288800005	0.9996741297753753	164	166
MST-86x1.0	MST-85x1.0	0.9990378293607598	0.9174382834481251	0.9175839262222141	1.0	0.9980775084864081	0.997698404645604	0.9984566123272122	161	164
MST-87x1.0	MST-86x1.0	0.9998131531249016	0.9174099734943795	0.9174382834481251	1.0	0.9996263760602687	0.9989549634000803	1.0002977887204572	159	161
MST-88x1.0	MST-87x1.0	0.9999234771420977	0.9173983766458571	0.9174099734943795	1.0	0.999846965994795	0.9997121978231711	0.9999817341664188	157	159
MST-89x1.0	MST-88x1.0	0.999997749475703	0.9173980355620771	0.9173983766458571	1.0	0.9999954989615356	0.9999909979230712	1.0	156	157
MST-90x1.0	MST-89x1.0	1.0	0.9173980355620771	0.9173980355620771	1.0	1.0	1.0	1.0	156	156
MST-91x1.0	MST-90x1.0	1.0	0.9173980355620771	0.9173980355620771	1.0	1.0	1.0	1.0	156	156
MST-92x1.0	MST-91x1.0	0.9999662431502642	0.917392919305376	0.9173980355620771	1.0	0.9999324885795012	0.9998175130304008	1.0000474641286017	155	156
MST-93x1.0	MST-92x1.0	0.9999302418722281	0.917382345708194	0.917392919305376	1.0	0.9998604934761702	0.9997733719192287	0.9999476150331118	152	155
MST-94x1.0	MST-93x1.0	1.0	0.917382345708194	0.917382345708194	1.0	1.0	1.0	1.0	152	152
MST-95x1.0	MST-94x1.0	0.9976845986862867	0.917030688330944	0.917382345708194	1.0	0.9953798947702917	0.9905017709735461	1.000258018567037	149	152
MST-96x1.0	MST-95x1.0	1.0	0.917030688330944	0.917030688330944	1.0	1.0	1.0	1.0	149	149
MST-97x1.0	MST-96x1.0	1.0	0.917030688330944	0.917030688330944	1.0	1.0	1.0	1.0	149	149
MST-98x1.0	MST-97x1.0	1.0	0.917030688330944	0.917030688330944	1.0	1.0	1.0	1.0	149	149
MST-99x1.0	MST-98x1.0	0.9997109222267915	0.9169866885233153	0.917030688330944	1.0	0.9994220115372007	0.9988337549651845	1.000010268109217	148	149
MST-100x1.0	MST-99x1.0	0.9995431380733196	0.9169171074321815	0.9169866885233153	1.0	0.9990866934016513	0.9981133754388335	1.0000600113644693	147	148
MST-101x1.0	MST-100x1.0	0.9999977613377439	0.9169167663484014	0.9169171074321815	1.0	0.9999955226855111	0.9999910453710221	1.0	146	147
MST-102x1.0	MST-101x1.0	0.9991052048833321	0.9167803328363743	0.9169167663484014	1.0	0.9982120096516963	0.9947648244422502	1.0016591948611424	143	146
MST-103x1.0	MST-102x1.0	1.0	0.9167803328363743	0.9167803328363743	1.0	1.0	1.0	1.0	143	143
MST-104x1.0	MST-103x1.0	0.9998368437927901	0.9167554337204293	0.9167803328363743	1.0	0.9996737408167912	0.999043040793635	1.0003044408399473	142	143
MST-105x1.0	MST-104x1.0	1.0	0.9167554337204293	0.9167554337204293	1.0	1.0	1.0	1.0	142	142
MST-106x1.0	MST-105x1.0	0.999897212025984	0.9167397438665462	0.9167554337204293	1.0	0.9997944451805314	0.9994048472308105	1.0001840431302522	141	142
MST-107x1.0	MST-106x1.0	0.9999798913692294	0.9167366741125256	0.9167397438665462	1.0	0.9999597835471566	0.9998977927843252	1.0000217743099882	140	141
MST-108x1.0	MST-107x1.0	0.9984870853584884	0.9165054193096396	0.9167366741125256	1.0	0.996978741623011	0.9953095576133667	0.9986479256326554	137	140
MST-109x1.0	MST-108x1.0	1.0	0.9165054193096396	0.9165054193096396	1.0	1.0	1.0	1.0	137	137
MST-110x1.0	MST-109x1.0	0.9994943143587657	0.9164279932915642	0.9165054193096396	1.0	0.9989891398949717	0.9976600677449354	1.000318212045008	135	137
MST-111x1.0	MST-110x1.0	0.9999087101002722	0.9164140088565814	0.9164279932915642	1.0	0.9998174368667144	0.999500150547152	1.000134723186277	132	135
MST-112x1.0	MST-111x1.0	0.999975509949374	0.9164102569350007	0.9164140088565814	1.0	0.9999510210982437	0.9998720871915713	1.0000299550049163	131	132
MST-113x1.0	MST-112x1.0	0.9980928489854446	0.9161176070517025	0.9164102569350007	1.0	0.9961929585738076	0.9943636471203845	0.9980222700272308	130	131
MST-114x1.0	MST-113x1.0	1.0	0.9161176070517025	0.9161176070517025	1.0	1.0	1.0	1.0	130	130
MST-115x1.0	MST-114x1.0	1.0	0.9161176070517025	0.9161176070517025	1.0	1.0	1.0	1.0	130	130
MST-116x1.0	MST-115x1.0	0.9998757340509277	0.9160985063600187	0.9161176070517025	1.0	0.9997514989820702	0.9994458727158017	1.0000571252483388	129	130
MST-117x1.0	MST-116x1.0	0.9980749470791048	0.9158021045551398	0.9160985063600187	1.0	0.9961572915752868	0.9941377996829049	0.9981767834676686	126	129
MST-118x1.0	MST-117x1.0	0.9999137494935603	0.9157888022877171	0.9158021045551398	1.0	0.9998275138641369	0.9995036886572679	1.000151339071006	125	126
MST-119x1.0	MST-118x1.0	0.9950360958356789	0.9150199994474443	0.9157888022877171	1.0	0.9901212289441405	0.9872978718208545	0.9929445860674264	124	125
MST-120x1.0	MST-119x1.0	1.0	0.9150199994474443	0.9150199994474443	1.0	1.0	1.0	1.0	124	124
MST-121x1.0	MST-120x1.0	1.0	0.9150199994474443	0.9150199994474443	1.0	1.0	1.0	1.0	124	124
MST-122x1.0	MST-121x1.0	1.0	0.9150199994474443	0.9150199994474443	1.0	1.0	1.0	1.0	124	124
MST-123x1.0	MST-122x1.0	0.9999671024803022	0.9150148831907432	0.9150199994474443	1.0	0.9999342071250268	0.9999039525353847	0.9999644617146689	123	124
MST-124x1.0	MST-123x1.0	1.0	0.9150148831907432	0.9150148831907432	1.0	1.0	1.0	1.0	123	123
MST-125x1.0	MST-124x1.0	0.9988672291862921	0.9148385428764482	0.9150148831907432	1.0	0.9977370218082319	0.9942606417011923	1.0012134019152714	120	123
MST-126x1.0	MST-125x1.0	0.9997351905512889	0.91479727173906	0.9148385428764482	1.0	0.999470521313537	0.9984331294894798	1.000507913137594	119	120
MST-127x1.0	MST-126x1.0	1.0	0.91479727173906	0.91479727173906	1.0	1.0	1.0	1.0	119	119
MST-128x1.0	MST-127x1.0	0.9991472730667438	0.9146642490648336	0.91479727173906	1.0	0.9982959991808804	0.9949097459406426	1.0016822524211182	118	119
MST-129x1.0	MST-128x1.0	1.0	0.9146642490648336	0.9146642490648336	1.0	1.0	1.0	1.0	118	118
MST-130x1.0	MST-129x1.0	0.999733496948745	0.9146226368436653	0.9146642490648336	1.0	0.9994671359073968	0.9984229358060199	1.0005113360087736	117	118
MST-131x1.0	MST-130x1.0	0.9997314316892596	0.9145806835387169	0.9146226368436653	1.0	0.9994630075976616	0.9984105437853519	1.0005154714099713	116	117
MST-132x1.0	MST-131x1.0	1.0	0.9145806835387169	0.9145806835387169	1.0	1.0	1.0	1.0	116	116
MST-133x1.0	MST-132x1.0	0.9981081317730814	0.914284622817618	0.9145806835387169	1.0	0.9962234083598928	0.993621427134618	0.9988253895851675	115	116
MST-134x1.0	MST-133x1.0	1.0	0.914284622817618	0.914284622817618	1.0	1.0	1.0	1.0	115	115
MST-135x1.0	MST-134x1.0	1.0	0.914284622817618	0.914284622817618	1.0	1.0	1.0	1.0	115	115
MST-136x1.0	MST-135x1.0	1.0	0.914284622817618	0.914284622817618	1.0	1.0	1.0	1.0	115	115
MST-137x1.0	MST-136x1.0	1.0	0.914284622817618	0.914284622817618	1.0	1.0	1.0	1.0	115	115
MST-138x1.0	MST-137x1.0	0.9982507298843954	0.9140100503746634	0.914284622817618	1.0	0.9965075689740155	0.9948010284328904	0.9982141095151406	113	115
MST-139x1.0	MST-138x1.0	0.999681114293744	0.9139599110589935	0.9140100503746634	1.0	0.9993624318988421	0.9990867595482892	0.999638104249395	112	113
MST-140x1.0	MST-139x1.0	0.9993172400076281	0.9138524696682722	0.9139599110589935	1.0	0.9986354117015525	0.9982824657746653	0.9989883576284396	110	112
MST-141x1.0	MST-140x1.0	0.9996448365142391	0.913796531928341	0.9138524696682722	1.0	0.9992899252211118	0.9983331820971764	1.0002466683450473	109	110
MST-142x1.0	MST-141x1.0	1.0	0.913796531928341	0.913796531928341	1.0	1.0	1.0	1.0	109	109
MST-143x1.0	MST-142x1.0	1.0	0.913796531928341	0.913796531928341	1.0	1.0	1.0	1.0	109	109
MST-144x1.0	MST-143x1.0	0.9998701142841208	0.9137760669015369	0.913796531928341	1.0	0.9997402623044581	0.9994178930397911	1.0000626315691252	108	109
MST-145x1.0	MST-144x1.0	1.0	0.9137760669015369	0.9137760669015369	1.0	1.0	1.0	1.0	108	108
MST-146x1.0	MST-145x1.0	0.9982276892269487	0.9134963782018813	0.9137760669015369	1.0	0.9964616495105886	0.9917280637053271	1.0011952353158502	106	108
MST-147x1.0	MST-146x1.0	1.0	0.9134963782018813	0.9134963782018813	1.0	1.0	1.0	1.0	106	106
MST-148x1.0	MST-147x1.0	0.9999136785080647	0.9134827348506787	0.9134963782018813	1.0	0.999827371917643	0.9995113530430685	1.0001433907922175	104	106
MST-149x1.0	MST-148x1.0	1.0	0.9134827348506787	0.9134827348506787	1.0	1.0	1.0	1.0	104	104
MST-150x1.0	MST-149x1.0	1.0	0.9134827348506787	0.9134827348506787	1.0	1.0	1.0	1.0	104	104
MST-151x1.0	MST-150x1.0	1.0	0.9134827348506787	0.9134827348506787	1.0	1.0	1.0	1.0	104	104
MST-152x1.0	MST-151x1.0	1.0	0.9134827348506787	0.9134827348506787	1.0	1.0	1.0	1.0	104	104
MST-153x1.0	MST-152x1.0	1.0	0.9134827348506787	0.9134827348506787	1.0	1.0	1.0	1.0	104	104
MST-154x1.0	MST-153x1.0	1.0	0.9134827348506787	0.9134827348506787	1.0	1.0	1.0	1.0	104	104
MST-155x1.0	MST-154x1.0	1.0	0.9134827348506787	0.9134827348506787	1.0	1.0	1.0	1.0	104	104
MST-156x1.0	MST-155x1.0	1.0	0.9134827348506787	0.9134827348506787	1.0	1.0	1.0	1.0	104	104
MST-157x1.0	MST-156x1.0	1.0	0.9134827348506787	0.9134827348506787	1.0	1.0	1.0	1.0	104	104
MST-158x1.0	MST-157x1.0	1.0	0.9134827348506787	0.9134827348506787	1.0	1.0	1.0	1.0	104	104
MST-159x1.0	MST-158x1.0	0.9999762637500901	0.9134789829290979	0.9134827348506787	1.0	0.9999525286269726	0.9998760242384748	1.0000290330154704	103	104
MST-160x1.0	MST-159x1.0	1.0	0.9134789829290979	0.9134789829290979	1.0	1.0	1.0	1.0	103	103
MST-161x1.0	MST-160x1.0	1.0	0.9134789829290979	0.9134789829290979	1.0	1.0	1.0	1.0	103	103
MST-162x1.0	MST-161x1.0	1.0	0.9134789829290979	0.9134789829290979	1.0	1.0	1.0	1.0	103	103
MST-163x1.0	MST-162x1.0	1.0	0.9134789829290979	0.9134789829290979	1.0	1.0	1.0	1.0	103	103
MST-164x1.0	MST-163x1.0	1.0	0.9134789829290979	0.9134789829290979	1.0	1.0	1.0	1.0	103	103
MST-165x1.0	MST-164x1.0	1.0	0.9134789829290979	0.9134789829290979	1.0	1.0	1.0	1.0	103	103
MST-166x1.0	MST-165x1.0	1.0	0.9134789829290979	0.9134789829290979	1.0	1.0	1.0	1.0	103	103
MST-167x1.0	MST-166x1.0	1.0	0.9134789829290979	0.9134789829290979	1.0	1.0	1.0	1.0	103	103
MST-168x1.0	MST-167x1.0	1.0	0.9134789829290979	0.9134789829290979	1.0	1.0	1.0	1.0	103	103
MST-169x1.0	MST-168x1.0	1.0	0.9134789829290979	0.9134789829290979	1.0	1.0	1.0	1.0	103	103
MST-170x1.0	MST-169x1.0	1.0	0.9134789829290979	0.9134789829290979	1.0	1.0	1.0	1.0	103	103
MST-171x1.0	MST-170x1.0	0.9996074081637377	0.9134169056811255	0.9134789829290979	1.0	0.9992151244632036	0.9982364947513496	1.0001937541750576	101	103
MST-172x1.0	MST-171x1.0	0.9995214690533987	0.9133411850819505	0.9134169056811255	1.0	0.9990433958714765	0.9977308215932673	1.0003559701496856	98	101
MST-173x1.0	MST-172x1.0	1.0	0.9133411850819505	0.9133411850819505	1.0	1.0	1.0	1.0	98	98
MST-174x1.0	MST-173x1.0	1.0	0.9133411850819505	0.9133411850819505	1.0	1.0	1.0	1.0	98	98
MST-175x1.0	MST-174x1.0	1.0	0.9133411850819505	0.9133411850819505	1.0	1.0	1.0	1.0	98	98
MST-176x1.0	MST-175x1.0	1.0	0.9133411850819505	0.9133411850819505	1.0	1.0	1.0	1.0	98	98
MST-177x1.0	MST-176x1.0	0.9997156474584061	0.9132961620229816	0.9133411850819505	1.0	0.9994314565835776	0.9983156222097267	1.0005472909574284	97	98
MST-178x1.0	MST-177x1.0	1.0	0.9132961620229816	0.9132961620229816	1.0	1.0	1.0	1.0	97	97
MST-179x1.0	MST-178x1.0	0.9997286972113716	0.913253185466693	0.9132961620229816	1.0	0.9994575415932216	0.9993411509849902	0.9995739322014531	96	97
MST-180x1.0	MST-179x1.0	1.0	0.913253185466693	0.913253185466693	1.0	1.0	1.0	1.0	96	96
MST-181x1.0	MST-180x1.0	1.0	0.913253185466693	0.913253185466693	1.0	1.0	1.0	1.0	96	96
MST-182x1.0	MST-181x1.0	1.0	0.913253185466693	0.913253185466693	1.0	1.0	1.0	1.0	96	96
MST-183x1.0	MST-182x1.0	1.0	0.913253185466693	0.913253185466693	1.0	1.0	1.0	1.0	96	96
MST-184x1.0	MST-183x1.0	1.0	0.913253185466693	0.913253185466693	1.0	1.0	1.0	1.0	96	96
MST-185x1.0	MST-184x1.0	1.0	0.913253185466693	0.913253185466693	1.0	1.0	1.0	1.0	96	96
MST-186x1.0	MST-185x1.0	1.0	0.913253185466693	0.913253185466693	1.0	1.0	1.0	1.0	96	96
MST-187x1.0	MST-186x1.0	1.0	0.913253185466693	0.913253185466693	1.0	1.0	1.0	1.0	96	96
MST-188x1.0	MST-187x1.0	0.998916004186272	0.9130812792415388	0.913253185466693	1.0	0.9978343559216589	0.9937591343030229	1.0019095775402949	94	96
MST-189x1.0	MST-188x1.0	1.0	0.9130812792415388	0.9130812792415388	1.0	1.0	1.0	1.0	94	94
