pango_lineage_usher	country	n_country	first_seq_date	last_seq_date	timespan_days
XBB.1.16.1	USA (34.1%), England (24.6%), India (21.2%), China (11.2%), Wales (4.5%), Scotland (3.9%), Switzerland (0.6%) (n = 179)	7	2023-02-05	2023-04-11	65
